client_id,round_number,hierarchy,num_samples,accuracy
BendChick,0,,2,1.0
BendyWalker,0,,2,0.5
BendyyStrawz,0,,2,0.0
BengeeB,0,,5,0.8
Benjamin42,0,,3,0.6666666666666666
BenjaminEllis,0,,2,1.0
BenjaminReid,0,,2,1.0
Benjimonicus,0,,4,0.0
Benjirowell,0,,2,0.5
Benniboy22,0,,2,1.0
Berechitax,0,,2,1.0
Berneezy,0,,2,1.0
Berryadict,0,,2,0.0
BertaWooster,0,,4,0.5
Bertitude,0,,2,0.0
Bess182,0,,3,0.6666666666666666
BestSoyLatte,0,,2,0.0
BetOnFinal,0,,2,0.0
BethDanielle,0,,2,0.0
BethHarte,0,,3,1.0
Beth_Temple,0,,2,1.0
Bethanie_Jayde,0,,2,0.5
BethanyAnn614,0,,3,0.3333333333333333
BethanyMcFlyX,0,,3,0.3333333333333333
BethanySM,0,,2,0.5
BethanyinFL,0,,2,1.0
Betheaeroplane,0,,2,0.0
Bethsybsb,0,,2,1.0
Bettttza,0,,2,0.0
Betty_Bop,0,,2,0.0
Bettyispretty,0,,2,0.5
BetyPS,0,,2,0.5
BevClement,0,,3,0.6666666666666666
Bex_Smith,0,,2,1.0
BexieLady,0,,2,0.0
Bexx_x3,0,,2,0.5
Beyy,0,,7,0.5714285714285714
BgirlShorty,0,,2,0.5
Bhawna_Sharma,0,,2,0.5
Bhooshan,0,,5,0.8
BiGVixXen,0,,3,0.0
Bia_Loves_NKOTB,0,,5,0.8
BianaBabinsky,0,,2,1.0
Bianca4Life,0,,2,0.0
BiancaCris,0,,2,0.0
BiancaCruzer,0,,3,0.3333333333333333
BiancaCullen,0,,2,0.5
BiancaMarie88,0,,2,0.0
BiancaMuffin171,0,,2,0.5
Bianca_Bonnett,0,,3,1.0
Bibi1983,0,,2,1.0
BibiAzra,0,,2,1.0
BigAssBadger,0,,3,0.3333333333333333
BigCityDiner,0,,2,0.5
BigCitySunshine,0,,2,1.0
BigDumbMale,0,,2,0.0
BigFatKaz,0,,2,0.0
BiggbyBob,0,,2,1.0
Bill_Ironside,0,,2,0.5
Billy3G,0,,5,0.4
Billymcflurry,0,,2,0.0
Binit,0,,2,0.5
Birchmore,0,,2,0.5
BisForBecca,0,,3,0.3333333333333333
BiscuitKing,0,,5,0.8
BisexualManiac,0,,2,0.5
BitchenFries,0,,3,1.0
Bizarre57,0,,8,0.625
Bizcuits,0,,9,0.7777777777777778
BkBap,0,,2,0.5
BlG_AL,0,,2,0.0
BlackJackBaby,0,,2,1.0
BlackKat1979,0,,2,0.5
BlackSwanImages,0,,2,1.0
BlackTsChica,0,,2,0.5
BlackheartBouvi,0,,2,0.5
Blairxx,0,,2,0.5
